Close,High,Low,Open,Volume
RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
196.92942810058594,197.83878043817748,195.98680785836123,196.57457045116564,2963643
196.40823364257812,198.73706120201555,196.13100107923876,196.9738028772678,7331366
194.2568359375,197.59481940146057,193.86869557090435,196.28623737897212,10103941
185.4405975341797,193.62473947147208,184.5312451399301,192.95936653187633,18627980
189.4772186279297,190.47528542234346,185.64021648428954,185.66239508836642,20720312
186.76025390625,191.3846258159965,186.33884564970074,190.76359532977875,19872227
190.80795288085938,191.18500393271563,187.41453783058043,188.16862512881715,13392787
188.5900421142578,190.96322674339413,186.66045917116864,190.8523337246206,10100113
187.00424194335938,189.62139141552328,186.41649409308042,189.18889380349373,9948711
185.18553161621094,187.85812730960495,184.35380439135415,186.97095357715452,11380041
191.6840362548828,193.20331494991598,186.30557706783426,186.30557706783426,16927085
192.892822265625,194.06831786201022,188.97818030428903,190.74142369886684,19136963
195.0996551513672,196.50802610337115,190.4641937086983,193.00371787073178,13339962
200.28961181640625,200.84409175920197,194.9222264269132,195.50998908342564,13361320
201.11021423339844,202.14154889314113,197.84987073017186,200.722088677402,17084297
196.009033203125,201.21006452961728,195.06641280731702,200.75538828674007,23721627
196.70765686035156,199.12518400070778,194.51191576755937,197.39520841327712,18080494
197.1845245361328,198.88123232715412,195.28819448379966,198.03841568045536,17939876
201.1324005126953,201.7866989430124,196.53020692381284,196.53020692381284,19298126
206.1338348388672,207.26497331686323,201.14350060597005,201.18785781644223,36117653
202.99545288085938,206.54413299888097,201.60924577705265,206.26688565592923,21746801
201.3985595703125,204.02679819027068,200.8773475671522,203.17289231928245,19302710
207.9525146484375,208.67333403728693,202.54077276226045,202.54077276226045,17092333
206.00076293945312,209.32764255340481,205.35756858296554,208.28521849770934,14072894
204.86961364746094,208.46263633421688,203.51667438481087,207.59765597132082,12365643
201.8088836669922,206.26690165928864,200.27851552496338,204.95833436992498,9045844
198.88121032714844,203.60538617526768,197.83878633992762,199.8792771068685,8839692
195.62088012695312,200.6111995615041,191.02977558722245,199.16956060814252,13651008
199.76840209960938,200.6666652434418,195.842670438029,196.50804341600812,9781008
201.64251708984375,202.70711966269724,196.78526970188423,201.38746315105496,8709626
203.49449157714844,204.22640030070696,201.62034035288113,202.71821084095708,7393680
200.2341766357422,204.980531729123,199.6131460358409,203.7606639415469,12266698
199.97906494140625,201.3874505841308,198.37107188078107,199.61310320311318,9835036
200.0678253173828,201.29878242702313,196.85183845722034,201.15460667549348,9550637
193.64691162109375,198.7259599303364,193.24768194845308,198.55960559687483,18717199
188.84512329101562,194.45647327048744,187.88032435323834,192.94828369948218,14104463
186.62718200683594,190.03170142270548,185.6402193049412,189.46613220467452,19946218
187.00424194335938,189.965174605696,186.53847642313352,188.25737756851962,15274116
186.74917602539062,188.52350876537207,185.5514869905634,187.6585135966874,21459750
189.75445556640625,190.9632339329767,187.32583914192455,187.9801227827981,18659378
191.6840362548828,194.17920307559245,189.75443860613728,192.73754948968514,14579511
199.79058837890625,201.04370926286919,192.38272649718118,192.73758420281126,20636925
196.91835021972656,201.7534340282589,195.18837466204107,200.9438853576154,14476047
196.275146484375,199.3358825743635,194.76695704269332,197.9496754509008,10716702
192.88172912597656,197.78334883267283,191.66187625323104,196.30842719971199,14065391
190.5529327392578,194.24577438667674,189.72120537851043,192.72649541395745,15234060
189.84317016601562,192.8706234866822,189.05580015278036,190.95212992102861,11635873
191.58424377441406,192.38270312603962,189.76553903208733,190.29785513682208,11782380
188.5457000732422,192.8706465971183,187.8581484960635,192.73757496388583,12936157
186.7713623046875,189.39960101933724,186.37213261000565,188.85621039244265,13839990
190.0427703857422,190.71923255344473,186.5273583240373,188.64547404078124,19070082
192.65994262695312,193.4584020073908,189.56593843734208,190.07606115110028,9269885
189.8875274658203,194.44534880397632,189.43285130105414,194.19029487071592,13934612
189.43287658691406,190.99651271595957,188.21300884858465,190.27567841479268,10405717
