Close,High,Low,Open,Volume
RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
224.91241455078125,226.33852979827967,223.08202467764244,224.07020823005885,17646355
597.6185913085938,614.4169081869024,592.8933345999071,608.1768744627141,34764353
579.4862670898438,583.2167644586879,578.4688696926897,581.9506471139712,8608376
881.9448852539062,889.1405038011076,873.0992769629291,881.807350750081,25626981
1159.1595458984375,1164.0865420181115,1114.6337672258687,1116.05457315379,16551828
693.34423828125,699.4034064842134,692.3268408604872,698.1599274553834,10322817
971.5692749023438,992.2624281939483,966.1840325218357,989.5583508467233,26958997
960.08837890625,964.7632182851065,912.0564712459031,912.0564712459031,56469931
1323.300048828125,1326.800048828125,1307.0,1317.0,16869482
1104.390380859375,1133.9290814149106,1101.800804471922,1133.6541336481046,12901733
1067.4268798828125,1076.5932602066225,1050.9273468082845,1076.5932602066225,24699575
217.65826416015625,219.53357014775915,217.18663040873525,218.29833318279424,12758283
213.43603515625,214.2108524021444,206.61982622955665,207.18129213017951,18592203
1022.4197998046875,1043.479610278959,1010.7327015093246,1035.802772982617,42988708
230.14529418945312,231.3131420646489,228.60687372216145,230.83027929070983,6348354
201.8088836669922,206.26690165928864,200.27851552496338,204.95833436992498,9045844
1090.2969970703125,1113.7171398223675,1088.532506453579,1111.8609999506527,11024335
580.5941162109375,583.7593794923047,578.7854029600022,579.4184918376284,9351405
698.0242919921875,704.8069214721601,695.6277665313992,698.6347425302371,18282382
1066.07470703125,1077.8077502892104,1064.0351476022956,1071.0933518980983,9333535
896.0152587890625,898.7422484680935,885.4738970984065,895.9923464749708,37205373
1354.074951171875,1364.0,1337.625,1340.0,20034438
431.79052734375,433.22787164433555,422.91933318999753,426.7148612432678,12551686
1083.216064453125,1112.7776788523272,1072.858000825648,1112.7776788523272,15925769
200.2752685546875,202.48744529592406,199.433062134169,199.433062134169,6212395
193.3579864501953,196.7604690049206,192.2911997095636,195.83965950466623,10634833
982.7981567382812,986.3042864081182,950.0970102906676,951.4719916268808,34855693
1198.7354736328125,1209.4830455477284,1196.673001792663,1208.8872041855739,7268947
499.7902526855469,515.4807389566039,426.1307816328569,451.27175083471974,73297403
